n,m,seed,sample,input_value_lsb,flipped_bit_1_based,distance
20,8,503,0,410518,6,0.8125
20,8,503,1,758755,14,0.8125
20,8,503,2,16639,10,1.0
20,8,503,3,140507,13,1.0
20,8,503,4,41665,12,0.6875
20,8,503,5,714273,10,0.875
20,8,503,6,694485,3,0.875
20,8,503,7,628406,3,0.875
20,8,503,8,155224,1,0.6875
20,8,503,9,435791,7,1.0
20,8,503,10,521782,10,0.8125
20,8,503,11,15923,1,0.9375
20,8,503,12,717854,20,0.8125
20,8,503,13,694730,1,0.875
20,8,503,14,668568,17,0.9375
20,8,503,15,136514,19,0.875
20,8,503,16,521472,11,0.75
20,8,503,17,57565,5,0.9375
20,8,503,18,838962,11,0.8125
20,8,503,19,208572,14,0.8125
20,8,503,20,936216,17,0.875
20,8,503,21,850679,6,0.9375
20,8,503,22,257617,17,0.9375
20,8,503,23,700495,7,1.0
20,8,503,24,946673,7,0.875
20,8,503,25,451403,8,0.9375
20,8,503,26,120338,14,0.875
20,8,503,27,48713,18,0.8125
20,8,503,28,266028,5,0.9375
20,8,503,29,496318,18,0.875
20,8,503,30,824381,3,0.875
20,8,503,31,686406,20,0.8125
8,10,501,0,137,7,0.9
8,10,501,1,127,6,0.95
8,10,501,2,70,3,0.85
8,10,501,3,16,1,0.9
8,10,501,4,72,2,0.8
8,10,501,5,69,3,0.85
8,10,501,6,133,8,0.7
8,10,501,7,149,7,1.0
8,10,501,8,255,5,0.95
8,10,501,9,183,6,1.0
8,10,501,10,158,1,0.7
8,10,501,11,227,1,0.7
8,10,501,12,52,5,0.9
8,10,501,13,21,1,0.85
8,10,501,14,249,4,0.8
8,10,501,15,105,7,1.0
8,10,501,16,134,7,0.85
8,10,501,17,60,8,0.7
8,10,501,18,216,2,0.95
8,10,501,19,23,4,0.85
8,10,501,20,136,8,0.7
8,10,501,21,211,8,0.7
8,10,501,22,200,5,0.95
8,10,501,23,8,5,0.9
8,10,501,24,178,4,0.85
8,10,501,25,180,7,0.9
8,10,501,26,147,4,0.85
8,10,501,27,119,5,1.0
8,10,501,28,88,7,0.75
8,10,501,29,181,4,0.8
8,10,501,30,196,5,0.95
8,10,501,31,152,2,0.9
8,10,502,0,124,6,0.95
8,10,502,1,81,7,0.9
8,10,502,2,217,1,0.95
8,10,502,3,235,6,0.95
8,10,502,4,246,7,0.9
8,10,502,5,84,4,0.85
8,10,502,6,221,3,0.95
8,10,502,7,208,6,0.85
8,10,502,8,129,4,0.95
8,10,502,9,238,8,0.9
8,10,502,10,142,2,0.9
8,10,502,11,44,6,0.8
8,10,502,12,243,7,0.85
8,10,502,13,74,5,0.95
8,10,502,14,158,6,0.95
8,10,502,15,237,6,0.95
8,10,502,16,22,7,0.9
8,10,502,17,227,4,0.9
8,10,502,18,5,8,0.9
8,10,502,19,158,3,0.95
8,10,502,20,235,2,0.8
8,10,502,21,5,1,0.95
8,10,502,22,32,5,0.9
8,10,502,23,202,1,0.75
8,10,502,24,69,7,0.8
8,10,502,25,77,8,0.9
8,10,502,26,168,1,1.0
8,10,502,27,209,7,1.0
8,10,502,28,194,4,0.95
8,10,502,29,131,8,0.9
8,10,502,30,42,6,0.9
8,10,502,31,123,3,0.9
8,10,503,0,100,3,1.0
8,10,503,1,185,7,0.95
8,10,503,2,4,5,0.85
8,10,503,3,34,7,0.75
8,10,503,4,10,6,0.9
8,10,503,5,174,5,1.0
8,10,503,6,169,2,1.0
8,10,503,7,153,2,0.9
8,10,503,8,37,1,0.95
8,10,503,9,106,4,0.8
8,10,503,10,127,5,0.9
8,10,503,11,3,1,0.95
8,10,503,12,175,6,0.95
8,10,503,13,6,6,0.9
8,10,503,14,33,4,0.95
8,10,503,15,170,1,0.9
8,10,503,16,72,7,0.9
8,10,503,17,160,2,0.95
8,10,503,18,214,8,0.8
8,10,503,19,207,3,0.8
8,10,503,20,62,6,0.85
8,10,503,21,97,8,0.8
8,10,503,22,100,4,0.95
8,10,503,23,113,1,0.8
8,10,503,24,213,1,0.75
8,10,503,25,64,3,0.8
8,10,503,26,121,7,0.85
8,10,503,27,34,6,0.9
8,10,503,28,23,5,0.95
8,10,503,29,96,7,0.85
8,10,503,30,214,2,0.95
8,10,503,31,176,4,0.9
12,10,501,0,2196,7,0.85
12,10,501,1,2043,6,0.95
12,10,501,2,1122,9,1.0
12,10,501,3,1198,11,0.95
12,10,501,4,268,10,0.9
12,10,501,5,308,3,0.85
12,10,501,6,659,3,0.9
12,10,501,7,1057,5,0.75
12,10,501,8,3826,5,1.0
12,10,501,9,3416,8,0.85
12,10,501,10,2434,6,0.85
12,10,501,11,2887,9,0.9
12,10,501,12,2537,1,0.95
12,10,501,13,3639,1,0.85
12,10,501,14,832,5,0.75
12,10,501,15,338,1,0.9
12,10,501,16,3991,4,0.9
12,10,501,17,1684,7,0.95
12,10,501,18,2153,7,0.85
12,10,501,19,974,8,0.95
12,10,501,20,3459,2,0.9
12,10,501,21,383,4,0.95
12,10,501,22,2186,9,0.75
12,10,501,23,3709,7,0.9
12,10,501,24,3924,11,0.75
12,10,501,25,3209,10,0.95
12,10,501,26,2243,1,0.85
12,10,501,27,2174,6,0.95
12,10,501,28,1936,6,0.95
12,10,501,29,3175,5,0.9
12,10,501,30,2027,4,0.95
12,10,501,31,2498,11,0.85
12,10,502,0,1985,6,0.9
12,10,502,1,1311,7,0.9
12,10,502,2,3476,1,0.95
12,10,502,3,3770,10,0.9
12,10,502,4,2566,8,0.9
12,10,502,5,3277,3,0.9
12,10,502,6,1655,7,1.0
12,10,502,7,1432,7,0.95
12,10,502,8,2925,5,1.0
12,10,502,9,1990,8,0.9
12,10,502,10,3831,5,0.8
12,10,502,11,930,12,0.95
12,10,502,12,707,6,0.75
12,10,502,13,3903,9,0.8
12,10,502,14,3120,3,0.95
12,10,502,15,2148,12,0.95
12,10,502,16,2541,10,0.9
12,10,502,17,2969,8,0.95
12,10,502,18,2949,11,1.0
12,10,502,19,352,11,0.9
12,10,502,20,3217,8,0.9
12,10,502,21,1725,1,0.95
12,10,502,22,3607,5,0.95
12,10,502,23,1264,8,0.9
12,10,502,24,973,12,0.95
12,10,502,25,91,11,0.85
12,10,502,26,489,2,0.9
12,10,502,27,2236,7,0.9
12,10,502,28,363,12,0.95
12,10,502,29,1110,7,0.85
12,10,502,30,1247,8,0.8
12,10,502,31,2695,11,0.9
12,10,503,0,1603,3,0.85
12,10,503,1,2963,7,0.9
12,10,503,2,64,5,0.75
12,10,503,3,548,7,0.8
12,10,503,4,162,12,0.85
12,10,503,5,2818,6,0.95
12,10,503,6,2433,6,0.95
12,10,503,7,706,5,1.0
12,10,503,8,560,2,0.85
12,10,503,9,24,4,0.75
12,10,503,10,1783,4,0.95
12,10,503,11,2499,12,0.85
12,10,503,12,62,1,1.0
12,10,503,13,2804,12,0.85
12,10,503,14,2713,11,0.85
12,10,503,15,100,9,0.95
12,10,503,16,2611,9,0.85
12,10,503,17,533,10,0.95
12,10,503,18,2037,6,0.95
12,10,503,19,224,3,0.8
12,10,503,20,3277,6,0.9
12,10,503,21,814,7,0.95
12,10,503,22,3657,9,0.8
12,10,503,23,3322,3,0.95
12,10,503,24,1006,12,0.85
12,10,503,25,2736,4,0.95
12,10,503,26,3697,4,0.8
12,10,503,27,1763,4,0.8
12,10,503,28,470,7,0.9
12,10,503,29,190,9,0.85
12,10,503,30,1039,3,0.85
12,10,503,31,1938,9,1.0
16,10,501,0,35139,14,0.95
16,10,501,1,32703,11,1.0
16,10,501,2,17954,5,1.0
16,10,501,3,4290,2,1.0
16,10,501,4,18521,3,0.9
16,10,501,5,17687,5,0.95
16,10,501,6,34198,15,0.8
16,10,501,7,38398,14,0.95
16,10,501,8,65472,10,1.0
16,10,501,9,46863,12,1.0
16,10,501,10,40603,2,0.9
16,10,501,11,58225,1,0.95
16,10,501,12,13315,9,0.9
16,10,501,13,5420,2,0.75
16,10,501,14,63863,8,0.95
16,10,501,15,26958,13,0.95
16,10,501,16,34453,14,0.9
16,10,501,17,15592,16,0.85
16,10,501,18,55344,4,0.75
16,10,501,19,6138,7,0.8
16,10,501,20,34988,15,0.95
16,10,501,21,54160,16,0.85
16,10,501,22,51348,9,0.85
16,10,501,23,2050,9,0.95
16,10,501,24,45590,8,0.9
16,10,501,25,46230,13,0.95
16,10,501,26,37672,8,0.8
16,10,501,27,30531,10,0.85
16,10,501,28,22774,13,0.9
16,10,501,29,46358,7,0.85
16,10,501,30,50253,9,0.95
16,10,501,31,39018,3,0.85
16,10,502,0,31761,12,0.85
16,10,502,1,20988,14,0.85
16,10,502,2,55619,2,0.95
16,10,502,3,60331,11,0.9
16,10,502,4,63035,13,0.75
16,10,502,5,21590,7,0.75
16,10,502,6,56676,6,0.9
16,10,502,7,53267,12,1.0
16,10,502,8,33152,8,0.7
16,10,502,9,60970,15,0.8
16,10,502,10,36435,4,0.85
16,10,502,11,11318,11,0.9
16,10,502,12,62456,13,0.85
16,10,502,13,18989,9,0.95
16,10,502,14,40657,12,0.95
16,10,502,15,60801,12,0.75
16,10,502,16,5642,13,0.95
16,10,502,17,58312,7,1.0
16,10,502,18,1392,15,0.95
16,10,502,19,40659,5,0.95
16,10,502,20,60252,4,0.9
16,10,502,21,1459,2,0.95
16,10,502,22,8240,9,0.8
16,10,502,23,51926,2,0.9
16,10,502,24,17768,13,0.95
16,10,502,25,19967,16,0.9
16,10,502,26,43128,2,1.0
16,10,502,27,53563,13,0.9
16,10,502,28,49813,8,0.95
16,10,502,29,33594,15,0.85
16,10,502,30,10779,11,0.9
16,10,502,31,31642,6,0.9
16,10,503,0,25657,6,0.65
16,10,503,1,47422,14,0.95
16,10,503,2,1039,10,1.0
16,10,503,3,8781,13,0.9
16,10,503,4,2604,12,0.95
16,10,503,5,44642,10,0.95
16,10,503,6,43405,3,0.85
16,10,503,7,39275,3,0.9
16,10,503,8,9701,1,0.85
16,10,503,9,27236,7,0.95
16,10,503,10,32611,10,0.95
16,10,503,11,995,1,0.9
16,10,503,12,44865,11,0.9
16,10,503,13,1600,11,0.9
16,10,503,14,8532,8,0.9
16,10,503,15,43532,1,0.85
16,10,503,16,18483,13,0.85
16,10,503,17,41149,4,0.9
16,10,503,18,55015,15,0.9
16,10,503,19,53167,6,0.85
16,10,503,20,16101,11,0.9
16,10,503,21,25021,15,0.9
16,10,503,22,25685,7,0.9
16,10,503,23,29013,2,0.9
16,10,503,24,54546,1,0.9
16,10,503,25,16626,5,0.6
16,10,503,26,31019,13,0.9
16,10,503,27,8823,11,0.85
16,10,503,28,5907,9,0.8
16,10,503,29,24776,13,0.9
16,10,503,30,54909,4,0.9
16,10,503,31,45175,7,1.0
20,10,501,0,562229,14,0.95
20,10,501,1,523261,11,0.95
20,10,501,2,287278,18,0.9
20,10,501,3,306893,2,1.0
20,10,501,4,78953,5,0.95
20,10,501,5,168936,5,0.9
20,10,501,6,270664,9,0.85
20,10,501,7,979569,10,0.8
20,10,501,8,874640,16,0.8
20,10,501,9,623204,12,1.0
20,10,501,10,739299,18,0.9
20,10,501,11,649653,2,0.95
20,10,501,12,931602,1,0.9
20,10,501,13,213046,9,0.95
20,10,501,14,86725,2,0.95
20,10,501,15,1021821,8,0.9
20,10,501,16,431338,13,0.9
20,10,501,17,551260,14,0.95
20,10,501,18,249476,16,0.95
20,10,501,19,885509,4,1.0
20,10,501,20,98215,7,0.85
20,10,501,21,559816,17,0.85
20,10,501,22,949511,14,0.9
20,10,501,23,1004645,13,0.85
20,10,501,24,574242,1,0.95
20,10,501,25,556763,12,0.95
20,10,501,26,495750,12,0.9
20,10,501,27,812863,10,0.95
20,10,501,28,518930,8,0.9
20,10,501,29,639553,6,0.85
20,10,501,30,792794,12,1.0
20,10,501,31,415687,19,0.85
20,10,502,0,508187,12,0.95
20,10,502,1,335814,14,0.95
20,10,502,2,889917,2,0.75
20,10,502,3,965301,19,0.95
20,10,502,4,657019,16,0.95
20,10,502,5,839119,6,0.6
20,10,502,6,423827,14,0.95
20,10,502,7,366835,14,0.95
20,10,502,8,748940,9,0.9
20,10,502,9,509584,15,0.95
20,10,502,10,980952,9,0.85
20,10,502,11,238287,18,0.85
20,10,502,12,181091,11,0.8
20,10,502,13,999308,17,0.9
20,10,502,14,798936,5,0.95
20,10,502,15,550031,10,0.9
20,10,502,16,760152,15,0.95
20,10,502,17,755080,2,0.85
20,10,502,18,823710,15,0.95
20,10,502,19,441781,1,0.85
20,10,502,20,923506,10,1.0
20,10,502,21,323764,15,0.95
20,10,502,22,249234,1,0.95
20,10,502,23,125261,3,0.85
20,10,502,24,572551,13,0.95
20,10,502,25,92970,5,0.9
20,10,502,26,845027,17,0.8
20,10,502,27,319483,16,0.75
20,10,502,28,690057,17,0.95
20,10,502,29,99862,14,0.9
20,10,502,30,809846,13,0.95
20,10,502,31,491977,18,0.85
20,10,503,0,410518,6,0.9
20,10,503,1,758755,14,0.95
20,10,503,2,16639,10,0.8
20,10,503,3,140507,13,0.9
20,10,503,4,41665,12,1.0
20,10,503,5,714273,10,0.95
20,10,503,6,694485,3,0.95
20,10,503,7,628406,3,1.0
20,10,503,8,155224,1,0.95
20,10,503,9,435791,7,0.85
20,10,503,10,521782,10,0.95
20,10,503,11,15923,1,0.9
20,10,503,12,717854,20,0.95
20,10,503,13,694730,1,1.0
20,10,503,14,668568,17,0.75
20,10,503,15,136514,19,0.85
20,10,503,16,521472,11,0.9
20,10,503,17,57565,5,0.8
20,10,503,18,838962,11,0.8
20,10,503,19,208572,14,0.85
20,10,503,20,936216,17,1.0
20,10,503,21,850679,6,1.0
20,10,503,22,257617,17,0.9
20,10,503,23,700495,7,0.8
20,10,503,24,946673,7,1.0
20,10,503,25,451403,8,0.95
20,10,503,26,120338,14,0.95
20,10,503,27,48713,18,0.85
20,10,503,28,266028,5,0.9
20,10,503,29,496318,18,0.85
20,10,503,30,824381,3,0.9
20,10,503,31,686406,20,0.95
