n,m,seed,sample,input_hamming_weight,u_fixed_points,v_fixed_points,uv_fixed_points,u_order,v_order,uv_order,u_cycle_type,v_cycle_type,uv_cycle_type
16,6,601,37,8,2,1,0,2,5,3,1-1-2-2,1-5,3-3
16,6,601,38,7,1,1,3,5,5,3,1-5,1-5,1-1-1-3
16,6,601,39,9,1,1,1,5,5,5,1-5,1-5,1-5
16,6,601,40,8,1,3,0,5,3,4,1-5,1-1-1-3,2-4
16,6,601,41,8,1,1,1,5,5,5,1-5,1-5,1-5
16,6,601,42,7,1,1,1,5,5,5,1-5,1-5,1-5
16,6,601,43,10,0,0,0,4,4,4,2-4,2-4,2-4
16,6,601,44,9,2,3,1,2,3,5,1-1-2-2,1-1-1-3,1-5
16,6,601,45,8,1,0,0,5,4,4,1-5,2-4,2-4
16,6,601,46,7,1,1,1,5,5,5,1-5,1-5,1-5
16,6,601,47,6,0,1,2,3,5,2,3-3,1-5,1-1-2-2
16,6,601,48,10,1,3,1,5,3,5,1-5,1-1-1-3,1-5
16,6,601,49,6,0,0,0,3,4,4,3-3,2-4,2-4
16,6,601,50,6,1,0,1,5,4,5,1-5,2-4,1-5
16,6,601,51,9,0,1,1,4,5,5,2-4,1-5,1-5
16,6,601,52,12,3,1,0,3,5,3,1-1-1-3,1-5,3-3
16,6,601,53,8,2,1,0,2,5,3,1-1-2-2,1-5,3-3
16,6,601,54,9,3,0,0,3,3,4,1-1-1-3,3-3,2-4
16,6,601,55,5,3,6,3,3,1,3,1-1-1-3,1-1-1-1-1-1,1-1-1-3
16,6,601,56,11,0,1,3,4,5,3,2-4,1-5,1-1-1-3
16,6,601,57,7,1,2,1,5,2,5,1-5,1-1-2-2,1-5
16,6,601,58,9,1,0,0,5,4,3,1-5,2-4,3-3
16,6,601,59,6,1,1,1,5,5,5,1-5,1-5,1-5
16,6,601,60,10,3,3,3,3,3,3,1-1-1-3,1-1-1-3,1-1-1-3
16,6,601,61,12,1,3,1,5,3,5,1-5,1-1-1-3,1-5
16,6,601,62,5,1,1,0,5,5,4,1-5,1-5,2-4
16,6,601,63,7,1,1,0,5,5,4,1-5,1-5,2-4
16,6,602,0,9,0,2,0,4,2,4,2-4,1-1-2-2,2-4
16,6,602,1,10,1,0,1,5,4,5,1-5,2-4,1-5
16,6,602,2,9,1,1,0,5,5,4,1-5,1-5,2-4
16,6,602,3,4,1,1,1,5,5,5,1-5,1-5,1-5
16,6,602,4,4,1,1,0,5,5,3,1-5,1-5,3-3
16,6,602,5,5,2,0,1,2,3,5,1-1-2-2,3-3,1-5
16,6,602,6,8,1,2,0,5,2,4,1-5,1-1-2-2,2-4
16,6,602,7,10,2,0,2,2,3,2,1-1-2-2,3-3,1-1-2-2
16,6,602,8,6,1,2,1,5,2,5,1-5,1-1-2-2,1-5
16,6,602,9,6,2,0,2,2,4,2,1-1-2-2,2-4,1-1-2-2
16,6,602,10,9,1,0,1,5,3,5,1-5,3-3,1-5
16,6,602,11,9,1,2,0,5,2,4,1-5,1-1-2-2,2-4
16,6,602,12,6,0,3,1,4,3,5,2-4,1-1-1-3,1-5
16,6,602,13,12,2,1,0,2,5,4,1-1-2-2,1-5,2-4
16,6,602,14,12,2,1,2,2,5,2,1-1-2-2,1-5,1-1-2-2
16,6,602,15,6,1,1,3,5,5,3,1-5,1-5,1-1-1-3
16,6,602,16,7,1,3,1,5,3,5,1-5,1-1-1-3,1-5
16,6,602,17,4,2,3,2,2,3,2,1-1-2-2,1-1-1-3,1-1-2-2
16,6,602,18,9,0,3,0,4,3,4,2-4,1-1-1-3,2-4
16,6,602,19,8,0,1,1,3,5,5,3-3,1-5,1-5
16,6,602,20,10,1,1,0,5,5,4,1-5,1-5,2-4
16,6,602,21,9,0,1,1,4,5,5,2-4,1-5,1-5
16,6,602,22,9,3,1,2,3,5,2,1-1-1-3,1-5,1-1-2-2
16,6,602,23,6,0,2,0,3,2,4,3-3,1-1-2-2,2-4
16,6,602,24,9,3,0,1,3,4,5,1-1-1-3,2-4,1-5
16,6,602,25,11,0,1,1,4,5,5,2-4,1-5,1-5
16,6,602,26,4,2,2,1,2,2,5,1-1-2-2,1-1-2-2,1-5
16,6,602,27,8,1,2,1,5,2,5,1-5,1-1-2-2,1-5
16,6,602,28,12,1,1,0,5,5,4,1-5,1-5,2-4
16,6,602,29,12,0,2,1,4,2,5,2-4,1-1-2-2,1-5
16,6,602,30,8,3,1,1,3,5,5,1-1-1-3,1-5,1-5
16,6,602,31,6,1,1,1,5,5,5,1-5,1-5,1-5
16,6,602,32,9,1,1,0,5,5,3,1-5,1-5,3-3
16,6,602,33,6,2,1,0,2,5,4,1-1-2-2,1-5,2-4
16,6,602,34,8,0,1,3,3,5,3,3-3,1-5,1-1-1-3
16,6,602,35,11,0,0,3,3,3,3,3-3,3-3,1-1-1-3
16,6,602,36,9,0,0,1,4,3,5,2-4,3-3,1-5
16,6,602,37,8,1,0,2,5,4,2,1-5,2-4,1-1-2-2
16,6,602,38,4,1,0,0,5,3,4,1-5,3-3,2-4
16,6,602,39,8,0,0,0,3,4,4,3-3,2-4,2-4
16,6,602,40,10,3,3,1,3,3,5,1-1-1-3,1-1-1-3,1-5
16,6,602,41,8,1,0,0,5,3,4,1-5,3-3,2-4
16,6,602,42,10,2,3,3,2,3,3,1-1-2-2,1-1-1-3,1-1-1-3
16,6,602,43,10,2,1,0,2,5,4,1-1-2-2,1-5,2-4
16,6,602,44,7,1,2,1,5,2,5,1-5,1-1-2-2,1-5
16,6,602,45,7,0,1,3,4,5,3,2-4,1-5,1-1-1-3
16,6,602,46,9,0,0,0,3,4,4,3-3,2-4,2-4
16,6,602,47,7,0,0,0,4,3,4,2-4,3-3,2-4
16,6,602,48,7,1,3,1,5,3,5,1-5,1-1-1-3,1-5
16,6,602,49,7,1,0,1,5,4,5,1-5,2-4,1-5
16,6,602,50,8,0,0,3,4,3,3,2-4,3-3,1-1-1-3
16,6,602,51,10,0,1,1,4,5,5,2-4,1-5,1-5
16,6,602,52,10,1,1,1,5,5,5,1-5,1-5,1-5
16,6,602,53,10,2,0,1,2,4,5,1-1-2-2,2-4,1-5
16,6,602,54,7,1,1,2,5,5,2,1-5,1-5,1-1-2-2
16,6,602,55,7,1,3,0,5,3,4,1-5,1-1-1-3,2-4
16,6,602,56,9,1,0,3,5,4,3,1-5,2-4,1-1-1-3
16,6,602,57,4,3,3,1,3,3,5,1-1-1-3,1-1-1-3,1-5
16,6,602,58,9,3,1,3,3,5,3,1-1-1-3,1-5,1-1-1-3
16,6,602,59,5,0,0,2,4,4,2,2-4,2-4,1-1-2-2
16,6,602,60,10,2,1,1,2,5,5,1-1-2-2,1-5,1-5
16,6,602,61,7,0,1,0,4,5,4,2-4,1-5,2-4
16,6,602,62,8,0,0,1,4,4,5,2-4,2-4,1-5
16,6,602,63,7,0,0,1,4,4,5,2-4,2-4,1-5
16,6,603,0,6,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,1,9,1,1,2,5,5,2,1-5,1-5,1-1-2-2
16,6,603,2,11,2,0,2,2,3,2,1-1-2-2,3-3,1-1-2-2
16,6,603,3,9,3,2,0,3,2,4,1-1-1-3,1-1-2-2,2-4
16,6,603,4,10,3,1,1,3,5,5,1-1-1-3,1-5,1-5
16,6,603,5,9,3,0,0,3,4,4,1-1-1-3,2-4,2-4
16,6,603,6,7,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,7,9,0,3,0,3,3,3,3-3,1-1-1-3,3-3
16,6,603,8,7,1,0,3,5,4,3,1-5,2-4,1-1-1-3
16,6,603,9,8,0,0,3,3,4,3,3-3,2-4,1-1-1-3
16,6,603,10,9,3,1,1,3,5,5,1-1-1-3,1-5,1-5
16,6,603,11,8,0,0,0,3,4,4,3-3,2-4,2-4
16,6,603,12,4,0,0,3,4,4,3,2-4,2-4,1-1-1-3
16,6,603,13,9,1,1,0,5,5,4,1-5,1-5,2-4
16,6,603,14,6,2,0,0,2,4,4,1-1-2-2,2-4,2-4
16,6,603,15,6,1,0,0,5,4,4,1-5,2-4,2-4
16,6,603,16,11,0,1,3,4,5,3,2-4,1-5,1-1-1-3
16,6,603,17,7,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,18,7,3,1,0,3,5,4,1-1-1-3,1-5,2-4
16,6,603,19,10,0,1,1,3,5,5,3-3,1-5,1-5
16,6,603,20,7,2,2,1,2,2,5,1-1-2-2,1-1-2-2,1-5
16,6,603,21,7,1,2,1,5,2,5,1-5,1-1-2-2,1-5
16,6,603,22,10,2,3,1,2,3,5,1-1-2-2,1-1-1-3,1-5
16,6,603,23,8,1,3,1,5,3,5,1-5,1-1-1-3,1-5
16,6,603,24,8,1,1,0,5,5,4,1-5,1-5,2-4
16,6,603,25,5,0,1,3,3,5,3,3-3,1-5,1-1-1-3
16,6,603,26,4,1,2,0,5,2,3,1-5,1-1-2-2,3-3
16,6,603,27,5,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,28,6,0,0,1,4,3,5,2-4,3-3,1-5
16,6,603,29,4,0,1,0,4,5,3,2-4,1-5,3-3
16,6,603,30,8,0,0,2,3,4,2,3-3,2-4,1-1-2-2
16,6,603,31,9,3,0,0,3,4,4,1-1-1-3,2-4,2-4
16,6,603,32,12,0,0,2,4,4,2,2-4,2-4,1-1-2-2
16,6,603,33,11,1,0,3,5,3,3,1-5,3-3,1-1-1-3
16,6,603,34,7,0,0,1,3,4,5,3-3,2-4,1-5
16,6,603,35,9,3,1,0,3,5,4,1-1-1-3,1-5,2-4
16,6,603,36,8,1,1,0,5,5,4,1-5,1-5,2-4
16,6,603,37,13,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,38,14,3,2,1,3,2,5,1-1-1-3,1-1-2-2,1-5
16,6,603,39,8,0,1,0,4,5,4,2-4,1-5,2-4
16,6,603,40,10,1,0,0,5,4,4,1-5,2-4,2-4
16,6,603,41,7,0,1,2,4,5,2,2-4,1-5,1-1-2-2
16,6,603,42,8,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,43,10,1,0,3,5,3,3,1-5,3-3,1-1-1-3
16,6,603,44,7,3,1,0,3,5,3,1-1-1-3,1-5,3-3
16,6,603,45,9,0,1,0,3,5,4,3-3,1-5,2-4
16,6,603,46,3,0,1,1,4,5,5,2-4,1-5,1-5
16,6,603,47,7,2,1,2,2,5,2,1-1-2-2,1-5,1-1-2-2
16,6,603,48,7,2,1,1,2,5,5,1-1-2-2,1-5,1-5
16,6,603,49,7,2,0,1,2,4,5,1-1-2-2,2-4,1-5
16,6,603,50,13,1,1,3,5,5,3,1-5,1-5,1-1-1-3
16,6,603,51,8,2,3,2,2,3,2,1-1-2-2,1-1-1-3,1-1-2-2
16,6,603,52,8,2,1,1,2,5,5,1-1-2-2,1-5,1-5
16,6,603,53,7,0,0,3,4,3,3,2-4,3-3,1-1-1-3
16,6,603,54,9,1,1,2,5,5,2,1-5,1-5,1-1-2-2
16,6,603,55,9,1,1,1,5,5,5,1-5,1-5,1-5
16,6,603,56,8,1,0,1,5,4,5,1-5,2-4,1-5
16,6,603,57,7,3,1,0,3,5,4,1-1-1-3,1-5,2-4
16,6,603,58,9,1,1,1,5,5,5,1-5,1-5,1-5
16,6,603,59,5,1,2,1,5,2,5,1-5,1-1-2-2,1-5
16,6,603,60,5,2,1,0,2,5,4,1-1-2-2,1-5,2-4
16,6,603,61,7,0,3,1,3,3,5,3-3,1-1-1-3,1-5
16,6,603,62,12,0,0,1,4,3,5,2-4,3-3,1-5
16,6,603,63,6,0,1,1,4,5,5,2-4,1-5,1-5
8,8,601,0,1,0,1,4,6,7,2,2-6,1-7,1-1-1-1-2-2
8,8,601,1,4,0,0,0,4,6,4,4-4,2-6,4-4
8,8,601,2,4,1,1,3,6,7,5,1-2-2-3,1-7,1-1-1-5
8,8,601,3,3,1,0,1,7,6,6,1-7,2-6,1-2-2-3
8,8,601,4,5,3,2,0,5,4,15,1-1-1-5,1-1-2-4,3-5
8,8,601,5,5,0,0,2,15,15,4,3-5,3-5,1-1-2-4
8,8,601,6,4,0,1,0,15,7,6,3-5,1-7,2-6
8,8,601,7,3,0,1,1,6,7,7,2-6,1-7,1-7
8,8,601,8,7,2,0,0,4,15,6,1-1-2-4,3-5,2-6
8,8,601,9,6,0,2,1,15,4,7,3-5,1-1-2-4,1-7
8,8,601,10,6,3,0,0,5,15,6,1-1-1-5,3-5,2-6
8,8,601,11,4,1,0,1,7,4,7,1-7,4-4,1-7
8,8,601,12,2,0,0,2,6,6,4,2-6,2-6,1-1-2-4
8,8,601,13,4,0,3,3,15,5,5,3-5,1-1-1-5,1-1-1-5
8,8,601,14,2,0,0,0,15,4,15,3-5,4-4,3-5
8,8,601,15,3,1,0,0,7,6,15,1-7,2-6,3-5
8,8,601,16,8,1,0,2,7,4,4,1-7,4-4,1-1-2-4
8,8,601,17,2,1,0,0,6,15,15,1-2-2-3,3-5,3-5
8,8,601,18,6,0,2,2,15,3,4,3-5,1-1-3-3,1-1-2-4
8,8,601,19,2,3,0,1,5,2,7,1-1-1-5,2-2-2-2,1-7
8,8,601,20,3,0,2,1,6,4,7,2-6,1-1-2-4,1-7
8,8,601,21,5,3,2,0,5,4,15,1-1-1-5,1-1-2-4,3-5
8,8,601,22,4,1,2,0,7,4,15,1-7,1-1-2-4,3-5
8,8,601,23,3,2,3,0,4,5,6,1-1-2-4,1-1-1-5,2-6
8,8,601,24,6,0,3,3,15,5,5,3-5,1-1-1-5,1-1-1-5
8,8,601,25,4,3,1,0,5,6,6,1-1-1-5,1-2-2-3,2-6
8,8,601,26,4,1,1,0,7,7,4,1-7,1-7,4-4
8,8,601,27,2,2,1,2,3,7,4,1-1-3-3,1-7,1-1-2-4
8,8,601,28,7,2,2,1,4,4,6,1-1-2-4,1-1-2-4,1-2-2-3
8,8,601,29,5,0,2,2,4,4,4,4-4,1-1-2-4,1-1-2-4
8,8,601,30,4,0,0,2,15,6,3,3-5,2-6,1-1-3-3
8,8,601,31,4,1,1,1,6,6,7,1-2-2-3,1-2-2-3,1-7
8,8,601,32,3,1,0,0,7,6,6,1-7,2-6,2-6
8,8,601,33,3,1,0,0,6,6,15,1-2-2-3,2-6,3-5
8,8,601,34,3,2,1,2,4,6,4,1-1-2-4,1-2-2-3,1-1-2-4
8,8,601,35,6,0,2,1,15,4,7,3-5,1-1-2-4,1-7
8,8,601,36,2,2,1,1,4,7,7,1-1-2-4,1-7,1-7
8,8,601,37,4,0,1,1,4,7,6,4-4,1-7,1-2-2-3
8,8,601,38,2,3,2,1,5,4,7,1-1-1-5,1-1-2-4,1-7
8,8,601,39,5,2,1,2,3,7,4,1-1-3-3,1-7,1-1-2-4
8,8,601,40,4,2,0,0,4,15,15,1-1-2-4,3-5,3-5
8,8,601,41,5,1,2,0,6,4,6,1-2-2-3,1-1-2-4,2-6
8,8,601,42,3,0,2,1,6,4,7,2-6,1-1-2-4,1-7
8,8,601,43,4,1,2,0,7,4,6,1-7,1-1-2-4,2-6
8,8,601,44,4,1,0,1,7,4,7,1-7,4-4,1-7
8,8,601,45,3,0,0,0,15,6,6,3-5,2-6,2-6
8,8,601,46,3,1,0,0,7,15,6,1-7,3-5,2-6
8,8,601,47,5,2,1,2,3,7,4,1-1-3-3,1-7,1-1-2-4
8,8,601,48,6,1,1,1,7,6,7,1-7,1-2-2-3,1-7
8,8,601,49,5,1,0,0,7,15,4,1-7,3-5,4-4
8,8,601,50,4,1,0,0,7,4,4,1-7,4-4,4-4
8,8,601,51,5,2,1,0,4,7,6,1-1-2-4,1-7,2-6
8,8,601,52,7,3,2,2,5,4,4,1-1-1-5,1-1-2-4,1-1-2-4
8,8,601,53,2,0,0,2,6,15,4,2-6,3-5,1-1-2-4
8,8,601,54,3,1,0,0,7,6,6,1-7,2-6,2-6
8,8,601,55,2,1,1,1,7,7,7,1-7,1-7,1-7
8,8,601,56,6,1,0,1,7,6,7,1-7,2-6,1-7
8,8,601,57,5,3,2,2,5,4,4,1-1-1-5,1-1-2-4,1-1-2-4
8,8,601,58,4,2,1,5,3,6,3,1-1-3-3,1-2-2-3,1-1-1-1-1-3
8,8,601,59,2,1,0,1,7,4,7,1-7,4-4,1-7
8,8,601,60,7,1,1,0,7,6,6,1-7,1-2-2-3,2-6
8,8,601,61,6,3,2,1,5,3,7,1-1-1-5,1-1-3-3,1-7
8,8,601,62,3,3,0,0,5,6,4,1-1-1-5,2-6,4-4
8,8,601,63,3,1,0,0,6,6,15,1-2-2-3,2-6,3-5
8,8,602,0,4,2,0,2,4,6,4,1-1-2-4,2-6,1-1-2-4
8,8,602,1,5,0,2,0,6,4,6,2-6,1-1-2-4,2-6
8,8,602,2,4,0,1,0,15,7,2,3-5,1-7,2-2-2-2
8,8,602,3,2,2,0,0,3,4,6,1-1-3-3,4-4,2-6
8,8,602,4,1,0,1,1,15,7,7,3-5,1-7,1-7
8,8,602,5,4,2,0,0,3,15,6,1-1-3-3,3-5,2-6
8,8,602,6,4,0,2,1,6,3,7,2-6,1-1-3-3,1-7
8,8,602,7,5,3,0,0,5,15,4,1-1-1-5,3-5,4-4
8,8,602,8,1,0,1,1,15,7,7,3-5,1-7,1-7
8,8,602,9,3,0,1,0,15,6,15,3-5,1-2-2-3,3-5
8,8,602,10,6,2,2,1,4,4,7,1-1-2-4,1-1-2-4,1-7
8,8,602,11,5,0,0,0,15,6,6,3-5,2-6,2-6
8,8,602,12,4,2,2,3,4,3,5,1-1-2-4,1-1-3-3,1-1-1-5
8,8,602,13,7,2,1,1,4,6,7,1-1-2-4,1-2-2-3,1-7
8,8,602,14,5,0,0,1,6,6,7,2-6,2-6,1-7
8,8,602,15,2,0,1,1,6,7,7,2-6,1-7,1-7
8,8,602,16,3,2,0,0,4,6,15,1-1-2-4,2-6,3-5
8,8,602,17,1,0,1,1,15,7,7,3-5,1-7,1-7
8,8,602,18,4,0,2,1,6,3,7,2-6,1-1-3-3,1-7
8,8,602,19,6,0,0,2,15,15,4,3-5,3-5,1-1-2-4
8,8,602,20,5,1,1,1,7,6,7,1-7,1-2-2-3,1-7
8,8,602,21,5,0,0,0,15,6,6,3-5,2-6,2-6
8,8,602,22,5,0,3,1,6,5,7,2-6,1-1-1-5,1-7
8,8,602,23,3,1,2,2,6,3,4,1-2-2-3,1-1-3-3,1-1-2-4
8,8,602,24,5,0,0,0,6,6,6,2-6,2-6,2-6
8,8,602,25,5,0,1,0,15,7,15,3-5,1-7,3-5
8,8,602,26,1,1,0,0,6,6,6,1-2-2-3,2-6,2-6
8,8,602,27,3,0,0,1,15,15,7,3-5,3-5,1-7
8,8,602,28,5,1,4,0,6,2,4,1-2-2-3,1-1-1-1-2-2,4-4
8,8,602,29,7,2,1,1,3,6,7,1-1-3-3,1-2-2-3,1-7
8,8,602,30,4,0,1,0,6,7,6,2-6,1-7,2-6
8,8,602,31,5,0,2,0,15,4,6,3-5,1-1-2-4,2-6
8,8,602,32,5,1,0,0,7,15,15,1-7,3-5,3-5
8,8,602,33,1,0,0,1,6,4,7,2-6,4-4,1-7
8,8,602,34,4,0,0,1,15,6,7,3-5,2-6,1-7
8,8,602,35,5,1,0,1,7,15,7,1-7,3-5,1-7
8,8,602,36,4,2,0,0,3,6,6,1-1-3-3,2-6,2-6
8,8,602,37,5,0,2,0,6,4,6,2-6,1-1-2-4,2-6
8,8,602,38,2,1,1,0,7,7,15,1-7,1-7,3-5
8,8,602,39,4,1,2,2,7,4,3,1-7,1-1-2-4,1-1-3-3
8,8,602,40,3,2,3,1,4,5,7,1-1-2-4,1-1-1-5,1-7
8,8,602,41,5,1,1,0,7,7,4,1-7,1-7,4-4
8,8,602,42,6,2,3,0,4,5,15,1-1-2-4,1-1-1-5,3-5
8,8,602,43,5,3,2,2,5,4,4,1-1-1-5,1-1-2-4,1-1-2-4
8,8,602,44,3,1,0,1,6,6,7,1-2-2-3,2-6,1-7
8,8,602,45,4,1,0,0,7,15,15,1-7,3-5,3-5
8,8,602,46,5,0,1,0,15,7,15,3-5,1-7,3-5
8,8,602,47,3,2,0,1,4,6,6,1-1-2-4,2-6,1-2-2-3
8,8,602,48,3,0,2,1,6,4,6,2-6,1-1-2-4,1-2-2-3
8,8,602,49,3,1,3,0,7,5,6,1-7,1-1-1-5,2-6
8,8,602,50,5,2,1,0,3,6,6,1-1-3-3,1-2-2-3,2-6
8,8,602,51,3,1,0,2,6,6,3,1-2-2-3,2-6,1-1-3-3
8,8,602,52,6,0,1,1,4,6,6,4-4,1-2-2-3,1-2-2-3
8,8,602,53,5,0,2,0,15,4,6,3-5,1-1-2-4,2-6
8,8,602,54,3,0,1,0,15,6,15,3-5,1-2-2-3,3-5
8,8,602,55,4,1,1,0,7,6,15,1-7,1-2-2-3,3-5
8,8,602,56,5,5,0,1,3,6,7,1-1-1-1-1-3,2-6,1-7
8,8,602,57,3,0,3,2,6,5,3,2-6,1-1-1-5,1-1-3-3
8,8,602,58,3,0,3,2,6,5,3,2-6,1-1-1-5,1-1-3-3
8,8,602,59,3,1,2,1,7,3,7,1-7,1-1-3-3,1-7
8,8,602,60,4,1,0,0,7,15,15,1-7,3-5,3-5
8,8,602,61,3,3,0,1,5,6,7,1-1-1-5,2-6,1-7
8,8,602,62,4,0,2,1,6,3,7,2-6,1-1-3-3,1-7
8,8,602,63,5,0,0,0,6,6,6,2-6,2-6,2-6
8,8,603,0,3,1,0,1,6,6,7,1-2-2-3,2-6,1-7
8,8,603,1,5,1,0,1,7,6,7,1-7,2-6,1-7
8,8,603,2,5,0,0,0,6,6,6,2-6,2-6,2-6
8,8,603,3,3,2,1,0,3,7,2,1-1-3-3,1-7,2-2-2-2
8,8,603,4,5,2,2,1,4,4,6,1-1-2-4,1-1-2-4,1-2-2-3
8,8,603,5,5,1,1,0,6,7,6,1-2-2-3,1-7,2-6
8,8,603,6,5,1,1,0,7,7,6,1-7,1-7,2-6
8,8,603,7,4,1,1,0,7,7,15,1-7,1-7,3-5
8,8,603,8,3,2,0,0,4,4,4,1-1-2-4,4-4,4-4
8,8,603,9,4,1,1,1,6,6,6,1-2-2-3,1-2-2-3,1-2-2-3
8,8,603,10,5,1,0,2,7,15,4,1-7,3-5,1-1-2-4
8,8,603,11,3,3,0,0,5,4,4,1-1-1-5,4-4,4-4
8,8,603,12,3,1,1,1,7,6,7,1-7,1-2-2-3,1-7
8,8,603,13,6,2,3,2,4,5,4,1-1-2-4,1-1-1-5,1-1-2-4
8,8,603,14,3,1,1,0,7,6,6,1-7,1-2-2-3,2-6
8,8,603,15,3,0,1,3,6,7,5,2-6,1-7,1-1-1-5
8,8,603,16,7,1,1,1,7,7,6,1-7,1-7,1-2-2-3
8,8,603,17,1,0,0,1,15,6,7,3-5,2-6,1-7
8,8,603,18,4,1,1,0,7,7,15,1-7,1-7,3-5
8,8,603,19,6,2,1,0,4,7,6,1-1-2-4,1-7,2-6
8,8,603,20,3,0,1,1,15,7,7,3-5,1-7,1-7
8,8,603,21,3,1,1,0,7,7,6,1-7,1-7,2-6
8,8,603,22,4,1,1,1,7,7,7,1-7,1-7,1-7
8,8,603,23,5,1,1,2,7,7,4,1-7,1-7,1-1-2-4
8,8,603,24,5,2,1,1,4,6,7,1-1-2-4,1-2-2-3,1-7
8,8,603,25,4,1,0,1,7,6,6,1-7,2-6,1-2-2-3
8,8,603,26,1,0,1,1,4,6,7,4-4,1-2-2-3,1-7
8,8,603,27,1,1,1,0,7,6,15,1-7,1-2-2-3,3-5
8,8,603,28,3,0,2,1,15,3,7,3-5,1-1-3-3,1-7
8,8,603,29,2,1,1,0,7,7,6,1-7,1-7,2-6
8,8,603,30,4,2,2,1,4,4,7,1-1-2-4,1-1-2-4,1-7
8,8,603,31,5,2,1,3,4,7,5,1-1-2-4,1-7,1-1-1-5
8,8,603,32,5,1,0,1,7,6,7,1-7,2-6,1-7
8,8,603,33,7,1,1,1,7,7,6,1-7,1-7,1-2-2-3
8,8,603,34,5,1,1,3,7,7,5,1-7,1-7,1-1-1-5
8,8,603,35,5,2,1,1,3,7,7,1-1-3-3,1-7,1-7
8,8,603,36,5,0,0,0,4,15,6,4-4,3-5,2-6
8,8,603,37,8,1,2,0,7,4,4,1-7,1-1-2-4,4-4
8,8,603,38,6,1,0,1,7,15,7,1-7,3-5,1-7
8,8,603,39,4,0,2,0,4,3,4,4-4,1-1-3-3,4-4
8,8,603,40,5,1,2,1,7,3,7,1-7,1-1-3-3,1-7
8,8,603,41,2,0,2,2,15,4,4,3-5,1-1-2-4,1-1-2-4
8,8,603,42,4,0,0,0,6,6,6,2-6,2-6,2-6
8,8,603,43,5,0,1,1,6,7,6,2-6,1-7,1-2-2-3
8,8,603,44,4,1,0,1,7,15,6,1-7,3-5,1-2-2-3
8,8,603,45,5,2,2,1,3,3,7,1-1-3-3,1-1-3-3,1-7
8,8,603,46,1,1,0,0,7,15,15,1-7,3-5,3-5
8,8,603,47,4,1,1,2,6,7,4,1-2-2-3,1-7,1-1-2-4
8,8,603,48,3,3,1,0,5,6,4,1-1-1-5,1-2-2-3,4-4
8,8,603,49,3,0,0,1,4,4,7,4-4,4-4,1-7
8,8,603,50,7,0,2,0,15,4,6,3-5,1-1-2-4,2-6
8,8,603,51,5,0,2,0,15,3,4,3-5,1-1-3-3,4-4
8,8,603,52,4,1,1,0,6,7,6,1-2-2-3,1-7,2-6
8,8,603,53,2,1,0,2,7,6,3,1-7,2-6,1-1-3-3
8,8,603,54,5,2,1,0,4,6,6,1-1-2-4,1-2-2-3,2-6
8,8,603,55,4,0,0,2,15,15,4,3-5,3-5,1-1-2-4
8,8,603,56,3,0,0,1,2,15,7,2-2-2-2,3-5,1-7
8,8,603,57,3,0,0,2,6,6,4,2-6,2-6,1-1-2-4
8,8,603,58,3,2,0,0,4,4,6,1-1-2-4,4-4,2-6
8,8,603,59,1,0,2,0,4,4,4,4-4,1-1-2-4,4-4
8,8,603,60,2,1,1,1,7,7,7,1-7,1-7,1-7
8,8,603,61,3,1,0,2,7,15,4,1-7,3-5,1-1-2-4
8,8,603,62,5,0,2,1,6,4,7,2-6,1-1-2-4,1-7
8,8,603,63,3,2,1,2,4,7,4,1-1-2-4,1-7,1-1-2-4
12,8,601,0,3,0,1,2,6,7,4,2-6,1-7,1-1-2-4
12,8,601,1,4,3,1,1,5,7,7,1-1-1-5,1-7,1-7
12,8,601,2,7,3,1,0,5,7,6,1-1-1-5,1-7,2-6
12,8,601,3,6,3,0,0,5,4,4,1-1-1-5,4-4,4-4
12,8,601,4,6,0,0,0,6,4,15,2-6,4-4,3-5
12,8,601,5,9,0,1,1,6,7,7,2-6,1-7,1-7
12,8,601,6,6,2,0,1,3,15,6,1-1-3-3,3-5,1-2-2-3
12,8,601,7,5,5,4,5,3,2,3,1-1-1-1-1-3,1-1-1-1-2-2,1-1-1-1-1-3
12,8,601,8,10,2,1,1,4,6,7,1-1-2-4,1-2-2-3,1-7
12,8,601,9,7,1,1,1,7,7,7,1-7,1-7,1-7
12,8,601,10,7,1,2,1,7,3,7,1-7,1-1-3-3,1-7
12,8,601,11,6,2,0,3,4,2,5,1-1-2-4,2-2-2-2,1-1-1-5
12,8,601,12,4,2,0,1,4,15,6,1-1-2-4,3-5,1-2-2-3
12,8,601,13,6,2,1,0,3,6,6,1-1-3-3,1-2-2-3,2-6
12,8,601,14,4,1,2,0,7,4,15,1-7,1-1-2-4,3-5
12,8,601,15,5,1,2,1,7,4,7,1-7,1-1-2-4,1-7
12,8,601,16,9,3,0,1,5,6,7,1-1-1-5,2-6,1-7
12,8,601,17,3,1,0,1,7,6,7,1-7,2-6,1-7
12,8,601,18,6,1,0,2,7,6,3,1-7,2-6,1-1-3-3
12,8,601,19,5,0,0,0,6,6,15,2-6,2-6,3-5
12,8,601,20,6,1,1,1,7,7,7,1-7,1-7,1-7
