n,m,seed,sample,input_hamming_weight,u_fixed_points,v_fixed_points,uv_fixed_points,u_order,v_order,uv_order,u_cycle_type,v_cycle_type,uv_cycle_type
8,10,601,0,1,0,3,1,12,7,10,4-6,1-1-1-7,1-2-2-5
8,10,601,1,4,1,1,0,9,9,8,1-9,1-9,2-8
8,10,601,2,4,0,1,0,12,9,4,4-6,1-9,2-2-2-4
8,10,601,3,3,2,0,1,6,12,10,1-1-2-6,4-6,1-2-2-5
8,10,601,4,5,0,0,1,21,21,9,3-7,3-7,1-9
8,10,601,5,5,2,1,1,15,10,9,1-1-3-5,1-2-2-5,1-9
8,10,601,6,4,2,0,0,15,8,12,1-1-3-5,2-8,4-6
8,10,601,7,3,0,4,0,21,4,21,3-7,1-1-1-1-2-4,3-7
8,10,601,8,7,3,3,0,7,7,12,1-1-1-7,1-1-1-7,4-6
8,10,601,9,6,0,0,3,4,12,7,2-2-2-4,4-6,1-1-1-7
8,10,601,10,6,2,1,1,6,10,9,1-1-2-6,1-2-2-5,1-9
8,10,601,11,4,1,0,1,12,21,12,1-2-3-4,3-7,1-2-3-4
8,10,601,12,2,2,0,3,15,21,7,1-1-3-5,3-7,1-1-1-7
8,10,601,13,4,1,1,3,10,9,7,1-2-2-5,1-9,1-1-1-7
8,10,601,14,2,1,0,1,10,5,10,1-2-2-5,5-5,1-2-2-5
8,10,601,15,3,1,1,1,12,10,12,1-2-3-4,1-2-2-5,1-2-3-4
8,10,601,16,8,0,1,3,21,12,6,3-7,1-2-3-4,1-1-1-2-2-3
8,10,601,17,2,0,1,1,21,9,9,3-7,1-9,1-9
8,10,601,18,6,1,1,1,9,10,10,1-9,1-2-2-5,1-2-2-5
8,10,601,19,2,0,2,1,21,4,12,3-7,1-1-4-4,1-2-3-4
8,10,601,20,3,1,0,1,10,8,12,1-2-2-5,2-8,1-2-3-4
8,10,601,21,5,0,0,1,21,21,9,3-7,3-7,1-9
8,10,601,22,4,2,2,1,6,15,12,1-1-2-6,1-1-3-5,1-2-3-4
8,10,601,23,3,0,0,1,12,21,12,4-6,3-7,1-2-3-4
8,10,601,24,6,2,1,0,6,12,21,1-1-2-6,1-2-3-4,3-7
8,10,601,25,4,0,2,0,12,6,21,4-6,1-1-2-6,3-7
8,10,601,26,4,0,2,1,8,6,9,2-8,1-1-2-6,1-9
8,10,601,27,2,1,2,1,12,4,10,1-2-3-4,1-1-4-4,1-2-2-5
8,10,601,28,7,0,1,3,8,12,7,2-8,1-2-3-4,1-1-1-7
8,10,601,29,5,2,1,1,15,9,9,1-1-3-5,1-9,1-9
8,10,601,30,4,1,1,2,12,9,6,1-2-3-4,1-9,1-1-2-6
8,10,601,31,4,1,2,0,9,15,21,1-9,1-1-3-5,3-7
8,10,601,32,3,1,1,2,9,12,6,1-9,1-2-3-4,1-1-2-6
8,10,601,33,3,1,1,0,10,9,21,1-2-2-5,1-9,3-7
8,10,601,34,3,1,0,1,12,21,12,1-2-3-4,3-7,1-2-3-4
8,10,601,35,6,0,1,0,12,10,12,4-6,1-2-2-5,4-6
8,10,601,36,2,0,1,3,21,9,7,3-7,1-9,1-1-1-7
8,10,601,37,4,1,0,1,9,8,12,1-9,2-8,1-2-3-4
8,10,601,38,2,4,1,1,4,9,9,1-1-1-1-2-4,1-9,1-9
8,10,601,39,5,2,1,2,6,9,6,1-1-2-6,1-9,1-1-2-6
8,10,601,40,4,0,1,1,5,9,12,5-5,1-9,1-2-3-4
8,10,601,41,5,0,2,0,6,15,6,2-2-3-3,1-1-3-5,2-2-3-3
8,10,601,42,3,0,1,1,12,12,9,4-6,1-2-3-4,1-9
8,10,601,43,4,2,1,0,15,9,8,1-1-3-5,1-9,2-8
8,10,601,44,4,1,0,1,12,21,12,1-2-3-4,3-7,1-2-3-4
8,10,601,45,3,1,1,0,9,9,8,1-9,1-9,2-8
8,10,601,46,3,0,1,0,8,9,21,2-8,1-9,3-7
8,10,601,47,5,2,1,2,6,9,6,1-1-2-6,1-9,1-1-2-6
8,10,601,48,6,1,0,0,9,8,8,1-9,2-8,2-8
8,10,601,49,5,0,0,0,8,12,12,2-8,4-6,4-6
8,10,601,50,4,2,0,1,6,21,9,1-1-2-6,3-7,1-9
8,10,601,51,5,0,0,0,21,8,12,3-7,2-8,4-6
8,10,601,52,7,0,2,0,21,6,5,3-7,1-1-2-6,5-5
8,10,601,53,2,0,3,1,6,7,9,2-2-3-3,1-1-1-7,1-9
8,10,601,54,3,1,1,2,9,12,6,1-9,1-2-3-4,1-1-2-6
8,10,601,55,2,0,0,1,8,5,9,2-8,5-5,1-9
8,10,601,56,6,0,2,0,12,6,12,4-6,1-1-2-6,4-6
8,10,601,57,5,1,1,2,12,9,15,1-2-3-4,1-9,1-1-3-5
8,10,601,58,4,0,1,1,8,9,12,2-8,1-9,1-2-3-4
8,10,601,59,2,1,2,1,10,15,9,1-2-2-5,1-1-3-5,1-9
8,10,601,60,7,2,4,2,4,4,15,1-1-4-4,1-1-1-1-2-4,1-1-3-5
8,10,601,61,6,0,0,0,21,5,21,3-7,5-5,3-7
8,10,601,62,3,0,3,2,8,7,6,2-8,1-1-1-7,1-1-2-6
8,10,601,63,3,1,1,0,10,9,21,1-2-2-5,1-9,3-7
8,10,602,0,4,1,2,1,9,6,9,1-9,1-1-2-6,1-9
8,10,602,1,5,0,2,0,8,6,8,2-8,1-1-2-6,2-8
8,10,602,2,4,1,0,0,12,12,12,1-2-3-4,4-6,4-6
8,10,602,3,2,0,2,0,21,4,21,3-7,1-1-4-4,3-7
8,10,602,4,1,0,2,2,21,15,15,3-7,1-1-3-5,1-1-3-5
8,10,602,5,4,1,0,1,9,12,12,1-9,4-6,1-2-3-4
8,10,602,6,4,2,0,3,6,21,6,1-1-2-6,3-7,1-1-1-2-2-3
8,10,602,7,5,0,2,0,12,15,8,4-6,1-1-3-5,2-8
8,10,602,8,1,0,2,2,21,15,15,3-7,1-1-3-5,1-1-3-5
8,10,602,9,3,3,1,0,7,9,12,1-1-1-7,1-9,4-6
8,10,602,10,6,0,0,0,6,5,5,2-2-3-3,5-5,5-5
8,10,602,11,5,0,2,1,12,4,9,4-6,1-1-4-4,1-9
8,10,602,12,4,0,0,0,8,5,21,2-8,5-5,3-7
8,10,602,13,7,2,0,0,15,8,8,1-1-3-5,2-8,2-8
8,10,602,14,5,1,1,0,10,10,21,1-2-2-5,1-2-2-5,3-7
8,10,602,15,2,0,0,1,21,12,12,3-7,4-6,1-2-3-4
8,10,602,16,3,1,3,4,9,7,3,1-9,1-1-1-7,1-1-1-1-3-3
8,10,602,17,1,0,2,2,21,15,15,3-7,1-1-3-5,1-1-3-5
8,10,602,18,4,2,0,3,6,21,6,1-1-2-6,3-7,1-1-1-2-2-3
8,10,602,19,6,1,0,1,9,6,9,1-9,2-2-3-3,1-9
8,10,602,20,5,0,3,0,12,7,5,4-6,1-1-1-7,5-5
8,10,602,21,5,3,1,2,7,9,6,1-1-1-7,1-9,1-1-2-6
8,10,602,22,5,0,1,0,21,12,21,3-7,1-2-3-4,3-7
8,10,602,23,3,1,0,0,10,21,8,1-2-2-5,3-7,2-8
8,10,602,24,5,3,2,1,7,15,9,1-1-1-7,1-1-3-5,1-9
8,10,602,25,5,2,2,2,6,4,6,1-1-2-6,1-1-4-4,1-1-2-6
8,10,602,26,1,3,3,0,7,7,8,1-1-1-7,1-1-1-7,2-8
8,10,602,27,3,0,2,1,21,15,9,3-7,1-1-3-5,1-9
8,10,602,28,5,2,0,0,4,5,8,1-1-4-4,5-5,2-8
8,10,602,29,7,1,1,0,10,12,21,1-2-2-5,1-2-3-4,3-7
8,10,602,30,4,3,0,2,7,12,6,1-1-1-7,4-6,1-1-2-6
8,10,602,31,5,0,0,1,12,12,10,4-6,4-6,1-2-2-5
8,10,602,32,5,1,0,1,12,8,9,1-2-3-4,2-8,1-9
8,10,602,33,1,2,2,1,6,6,9,1-1-2-6,1-1-2-6,1-9
8,10,602,34,4,1,1,0,9,9,8,1-9,1-9,2-8
8,10,602,35,5,1,1,2,12,9,4,1-2-3-4,1-9,1-1-4-4
8,10,602,36,4,2,1,1,6,9,9,1-1-2-6,1-9,1-9
8,10,602,37,5,0,2,0,8,6,8,2-8,1-1-2-6,2-8
8,10,602,38,2,1,3,0,12,7,8,1-2-3-4,1-1-1-7,2-8
8,10,602,39,4,2,3,1,4,7,9,1-1-4-4,1-1-1-7,1-9
8,10,602,40,3,0,0,0,21,8,21,3-7,2-8,3-7
8,10,602,41,5,1,0,0,9,12,12,1-9,4-6,4-6
8,10,602,42,6,1,1,1,12,9,9,1-2-3-4,1-9,1-9
8,10,602,43,5,1,0,2,9,4,15,1-9,2-2-2-4,1-1-3-5
8,10,602,44,3,0,2,1,8,6,9,2-8,1-1-2-6,1-9
8,10,602,45,4,0,2,0,8,6,4,2-8,1-1-2-6,2-2-2-4
8,10,602,46,5,2,2,2,6,4,6,1-1-2-6,1-1-4-4,1-1-2-6
8,10,602,47,3,1,1,1,9,9,9,1-9,1-9,1-9
8,10,602,48,3,1,4,1,9,3,9,1-9,1-1-1-1-3-3,1-9
8,10,602,49,3,0,0,1,5,12,12,5-5,4-6,1-2-3-4
8,10,602,50,5,0,0,3,8,8,7,2-8,2-8,1-1-1-7
8,10,602,51,3,1,1,0,10,10,8,1-2-2-5,1-2-2-5,2-8
8,10,602,52,6,0,1,0,8,10,8,2-8,1-2-2-5,2-8
8,10,602,53,5,0,0,1,12,12,10,4-6,4-6,1-2-2-5
8,10,602,54,3,3,1,0,7,9,12,1-1-1-7,1-9,4-6
8,10,602,55,4,4,2,0,3,15,21,1-1-1-1-3-3,1-1-3-5,3-7
8,10,602,56,5,0,1,1,8,10,9,2-8,1-2-2-5,1-9
8,10,602,57,3,2,1,1,15,9,12,1-1-3-5,1-9,1-2-3-4
8,10,602,58,3,2,1,1,15,9,12,1-1-3-5,1-9,1-2-3-4
8,10,602,59,3,0,1,1,12,9,9,4-6,1-9,1-9
8,10,602,60,4,1,0,0,9,21,21,1-9,3-7,3-7
8,10,602,61,3,3,0,1,6,5,9,1-1-1-2-2-3,5-5,1-9
8,10,602,62,4,2,0,3,6,21,6,1-1-2-6,3-7,1-1-1-2-2-3
8,10,602,63,5,3,2,1,7,15,9,1-1-1-7,1-1-3-5,1-9
8,10,603,0,3,2,0,0,6,21,21,1-1-2-6,3-7,3-7
8,10,603,1,5,0,0,1,5,8,12,5-5,2-8,1-2-3-4
8,10,603,2,5,0,0,0,8,8,8,2-8,2-8,2-8
8,10,603,3,3,1,0,0,10,12,12,1-2-2-5,4-6,4-6
8,10,603,4,5,0,0,2,12,21,6,4-6,3-7,1-1-2-6
8,10,603,5,5,1,2,0,9,6,8,1-9,1-1-2-6,2-8
8,10,603,6,5,2,2,1,15,15,9,1-1-3-5,1-1-3-5,1-9
8,10,603,7,4,2,0,2,6,5,6,1-1-2-6,5-5,1-1-2-6
8,10,603,8,3,1,2,0,9,15,5,1-9,1-1-3-5,5-5
8,10,603,9,4,1,1,0,9,12,8,1-9,1-2-3-4,2-8
8,10,603,10,5,0,1,0,8,9,5,2-8,1-9,5-5
8,10,603,11,3,1,2,1,12,6,10,1-2-3-4,1-1-2-6,1-2-2-5
8,10,603,12,3,0,1,1,5,9,12,5-5,1-9,1-2-3-4
8,10,603,13,6,2,1,1,6,9,9,1-1-2-6,1-9,1-9
8,10,603,14,3,1,1,1,9,9,9,1-9,1-9,1-9
8,10,603,15,3,0,2,1,12,4,3,4-6,1-1-4-4,1-3-3-3
8,10,603,16,7,2,0,0,15,12,12,1-1-3-5,4-6,4-6
8,10,603,17,1,0,0,1,4,12,9,2-2-2-4,4-6,1-9
8,10,603,18,4,2,1,1,6,9,9,1-1-2-6,1-9,1-9
8,10,603,19,6,1,0,0,9,6,8,1-9,2-2-3-3,2-8
8,10,603,20,3,0,3,1,8,7,12,2-8,1-1-1-7,1-2-3-4
8,10,603,21,3,0,0,0,5,8,4,5-5,2-8,2-2-2-4
8,10,603,22,4,1,1,2,10,9,15,1-2-2-5,1-9,1-1-3-5
8,10,603,23,5,1,2,0,9,4,12,1-9,1-1-4-4,4-6
8,10,603,24,5,0,1,1,8,12,9,2-8,1-2-3-4,1-9
8,10,603,25,4,0,3,1,6,7,12,2-2-3-3,1-1-1-7,1-2-3-4
8,10,603,26,1,0,1,1,21,9,10,3-7,1-9,1-2-2-5
8,10,603,27,1,0,0,4,8,12,4,2-8,4-6,1-1-1-1-2-4
8,10,603,28,3,0,0,0,21,12,8,3-7,4-6,2-8
8,10,603,29,2,1,1,1,9,9,9,1-9,1-9,1-9
8,10,603,30,4,1,0,1,12,6,9,1-2-3-4,2-2-3-3,1-9
8,10,603,31,5,1,1,0,9,9,21,1-9,1-9,3-7
8,10,603,32,5,0,0,2,21,5,6,3-7,5-5,1-1-2-6
8,10,603,33,7,2,0,0,15,12,12,1-1-3-5,4-6,4-6
8,10,603,34,5,0,1,0,21,9,21,3-7,1-9,3-7
8,10,603,35,5,1,2,1,9,6,3,1-9,1-1-2-6,1-3-3-3
8,10,603,36,5,0,1,1,21,12,12,3-7,1-2-3-4,1-2-3-4
8,10,603,37,8,2,2,2,4,15,15,1-1-4-4,1-1-3-5,1-1-3-5
8,10,603,38,6,1,3,0,12,7,5,1-2-3-4,1-1-1-7,5-5
8,10,603,39,4,1,0,4,12,8,4,1-2-3-4,2-8,1-1-1-1-2-4
8,10,603,40,5,0,3,0,8,7,21,2-8,1-1-1-7,3-7
8,10,603,41,2,1,2,0,9,6,12,1-9,1-1-2-6,4-6
8,10,603,42,4,3,0,0,7,4,8,1-1-1-7,2-2-2-4,2-8
8,10,603,43,5,1,1,2,9,9,6,1-9,1-9,1-1-2-6
8,10,603,44,4,1,1,1,9,9,9,1-9,1-9,1-9
8,10,603,45,5,3,3,1,6,7,9,1-1-1-2-2-3,1-1-1-7,1-9
8,10,603,46,1,1,0,0,12,21,12,1-2-3-4,3-7,4-6
8,10,603,47,4,1,3,0,12,7,12,1-2-3-4,1-1-1-7,4-6
8,10,603,48,3,0,0,1,5,21,9,5-5,3-7,1-9
8,10,603,49,3,1,0,0,9,21,12,1-9,3-7,4-6
8,10,603,50,7,1,0,0,12,21,12,1-2-3-4,3-7,4-6
8,10,603,51,5,0,0,1,12,12,9,4-6,4-6,1-9
8,10,603,52,4,0,0,0,21,5,8,3-7,5-5,2-8
8,10,603,53,2,2,1,2,15,9,6,1-1-3-5,1-9,1-1-2-6
8,10,603,54,5,1,0,1,3,21,12,1-3-3-3,3-7,1-2-3-4
8,10,603,55,4,0,0,2,21,5,6,3-7,5-5,1-1-2-6
8,10,603,56,3,1,0,0,9,5,21,1-9,5-5,3-7
8,10,603,57,3,2,1,0,6,12,21,1-1-2-6,1-2-3-4,3-7
8,10,603,58,3,0,1,1,6,10,9,2-2-3-3,1-2-2-5,1-9
8,10,603,59,1,0,1,2,12,9,4,4-6,1-9,1-1-4-4
8,10,603,60,2,1,2,0,9,6,5,1-9,1-1-2-6,5-5
8,10,603,61,3,2,0,0,6,21,12,1-1-2-6,3-7,4-6
8,10,603,62,5,0,1,0,4,9,8,2-2-2-4,1-9,2-8
8,10,603,63,3,0,1,1,8,10,9,2-8,1-2-2-5,1-9
12,10,601,0,3,0,4,0,5,4,12,5-5,1-1-1-1-2-4,4-6
12,10,601,1,4,1,0,1,9,12,12,1-9,4-6,1-2-3-4
12,10,601,2,7,2,2,1,2,6,9,1-1-2-2-2-2,1-1-2-6,1-9
12,10,601,3,6,0,1,0,8,9,8,2-8,1-9,2-8
12,10,601,4,6,0,1,0,21,12,12,3-7,1-2-3-4,4-6
12,10,601,5,9,1,1,3,9,12,7,1-9,1-2-3-4,1-1-1-7
12,10,601,6,6,0,1,3,8,12,7,2-8,1-2-3-4,1-1-1-7
12,10,601,7,5,1,1,0,9,12,21,1-9,1-2-3-4,3-7
12,10,601,8,10,2,3,0,15,7,8,1-1-3-5,1-1-1-7,2-8
12,10,601,9,7,1,1,0,12,12,8,1-2-3-4,1-2-3-4,2-8
12,10,601,10,7,0,2,1,12,6,3,4-6,1-1-2-6,1-3-3-3
12,10,601,11,6,1,0,0,9,12,21,1-9,4-6,3-7
12,10,601,12,4,1,0,1,9,21,12,1-9,3-7,1-2-3-4
12,10,601,13,6,0,3,1,8,7,9,2-8,1-1-1-7,1-9
12,10,601,14,4,0,2,1,8,4,9,2-8,1-1-4-4,1-9
12,10,601,15,5,2,2,0,6,15,21,1-1-2-6,1-1-3-5,3-7
12,10,601,16,9,4,1,0,4,12,8,1-1-1-1-2-4,1-2-3-4,2-8
12,10,601,17,3,1,0,0,9,21,8,1-9,3-7,2-8
12,10,601,18,6,1,1,0,12,10,21,1-2-3-4,1-2-2-5,3-7
12,10,601,19,5,1,0,0,9,12,12,1-9,4-6,4-6
12,10,601,20,6,2,2,0,6,15,6,1-1-2-6,1-1-3-5,2-2-3-3
12,10,601,21,8,0,0,2,12,12,6,4-6,4-6,1-1-2-6
12,10,601,22,5,0,1,3,8,9,7,2-8,1-9,1-1-1-7
12,10,601,23,3,1,0,0,12,8,12,1-2-3-4,2-8,4-6
12,10,601,24,7,3,1,1,7,10,9,1-1-1-7,1-2-2-5,1-9
12,10,601,25,7,2,1,0,6,9,5,1-1-2-6,1-9,5-5
12,10,601,26,7,0,1,1,8,9,9,2-8,1-9,1-9
12,10,601,27,5,0,1,0,21,9,8,3-7,1-9,2-8
12,10,601,28,8,1,0,1,9,21,9,1-9,3-7,1-9
12,10,601,29,7,0,1,0,8,9,21,2-8,1-9,3-7
12,10,601,30,7,2,1,0,4,9,12,1-1-4-4,1-9,4-6
12,10,601,31,5,0,2,1,21,15,12,3-7,1-1-3-5,1-2-3-4
12,10,601,32,6,3,2,2,7,4,6,1-1-1-7,1-1-4-4,1-1-2-6
12,10,601,33,5,1,1,0,9,9,12,1-9,1-9,4-6
12,10,601,34,6,2,0,1,4,5,9,1-1-4-4,5-5,1-9
12,10,601,35,8,1,1,0,9,12,4,1-9,1-2-3-4,2-2-2-4
12,10,601,36,4,1,0,1,12,21,9,1-2-3-4,3-7,1-9
12,10,601,37,6,0,0,2,5,21,15,5-5,3-7,1-1-3-5
12,10,601,38,4,0,0,1,8,8,9,2-8,2-8,1-9
12,10,601,39,7,0,1,1,8,9,12,2-8,1-9,1-2-3-4
12,10,601,40,6,1,1,2,9,12,15,1-9,1-2-3-4,1-1-3-5
12,10,601,41,8,0,1,0,21,10,21,3-7,1-2-2-5,3-7
12,10,601,42,6,0,1,2,5,9,15,5-5,1-9,1-1-3-5
12,10,601,43,7,0,0,0,21,8,5,3-7,2-8,5-5
12,10,601,44,7,1,1,3,9,9,7,1-9,1-9,1-1-1-7
12,10,601,45,5,1,0,3,12,8,7,1-2-3-4,2-8,1-1-1-7
12,10,601,46,4,1,2,1,12,15,12,1-2-3-4,1-1-3-5,1-2-3-4
12,10,601,47,6,1,0,1,10,8,3,1-2-2-5,2-8,1-3-3-3
12,10,601,48,9,0,1,2,12,9,6,4-6,1-9,1-1-2-6
12,10,601,49,6,1,1,1,9,9,3,1-9,1-9,1-3-3-3
12,10,601,50,5,2,1,0,15,12,12,1-1-3-5,1-2-3-4,4-6
12,10,601,51,8,0,1,3,12,12,6,4-6,1-2-3-4,1-1-1-2-2-3
12,10,601,52,11,0,3,0,8,7,6,2-8,1-1-1-7,2-2-3-3
12,10,601,53,5,2,0,0,15,8,8,1-1-3-5,2-8,2-8
12,10,601,54,7,0,2,3,21,15,6,3-7,1-1-3-5,1-1-1-2-2-3
12,10,601,55,4,0,1,3,12,9,7,4-6,1-9,1-1-1-7
12,10,601,56,9,0,1,2,12,9,15,4-6,1-9,1-1-3-5
12,10,601,57,7,0,1,3,21,9,7,3-7,1-9,1-1-1-7
12,10,601,58,6,1,3,0,9,7,5,1-9,1-1-1-7,5-5
12,10,601,59,4,3,1,3,7,9,7,1-1-1-7,1-9,1-1-1-7
12,10,601,60,8,2,0,0,4,4,21,1-1-4-4,2-2-2-4,3-7
12,10,601,61,10,0,0,2,5,21,15,5-5,3-7,1-1-3-5
12,10,601,62,4,0,2,0,12,4,8,4-6,1-1-4-4,2-8
12,10,601,63,3,0,0,1,8,8,9,2-8,2-8,1-9
12,10,602,0,8,1,1,0,9,9,8,1-9,1-9,2-8
12,10,602,1,8,1,1,1,9,9,9,1-9,1-9,1-9
12,10,602,2,7,3,0,4,7,8,3,1-1-1-7,2-8,1-1-1-1-3-3
12,10,602,3,2,0,0,1,12,21,9,4-6,3-7,1-9
12,10,602,4,3,0,1,0,21,9,4,3-7,1-9,2-2-2-4
12,10,602,5,5,3,1,2,7,9,6,1-1-1-7,1-9,1-1-2-6
12,10,602,6,7,2,0,1,6,12,9,1-1-2-6,4-6,1-9
12,10,602,7,7,1,1,1,12,9,9,1-2-3-4,1-9,1-9
12,10,602,8,4,0,1,2,8,12,6,2-8,1-2-3-4,1-1-2-6
12,10,602,9,5,3,0,3,7,21,6,1-1-1-7,3-7,1-1-1-2-2-3
12,10,602,10,8,3,2,2,7,6,15,1-1-1-7,1-1-2-6,1-1-3-5
12,10,602,11,8,1,0,3,9,8,7,1-9,2-8,1-1-1-7
12,10,602,12,5,2,2,1,15,6,9,1-1-3-5,1-1-2-6,1-9
12,10,602,13,10,1,1,0,12,9,5,1-2-3-4,1-9,5-5
12,10,602,14,8,1,0,0,9,12,21,1-9,4-6,3-7
12,10,602,15,4,3,0,1,7,5,9,1-1-1-7,5-5,1-9
12,10,602,16,4,0,3,1,8,7,9,2-8,1-1-1-7,1-9
12,10,602,17,3,0,1,0,12,9,21,4-6,1-9,3-7
12,10,602,18,7,0,0,0,8,21,8,2-8,3-7,2-8
12,10,602,19,7,1,1,1,12,9,9,1-2-3-4,1-9,1-9
12,10,602,20,6,0,0,1,6,21,9,2-2-3-3,3-7,1-9
12,10,602,21,7,2,1,1,15,9,9,1-1-3-5,1-9,1-9
12,10,602,22,7,1,0,0,9,21,8,1-9,3-7,2-8
12,10,602,23,4,1,1,0,9,9,12,1-9,1-9,4-6
12,10,602,24,6,1,2,2,9,4,15,1-9,1-1-4-4,1-1-3-5
12,10,602,25,8,1,3,2,12,7,15,1-2-3-4,1-1-1-7,1-1-3-5
12,10,602,26,2,2,0,1,15,12,9,1-1-3-5,4-6,1-9
12,10,602,27,5,0,0,0,21,8,8,3-7,2-8,2-8
12,10,602,28,9,1,1,1,9,3,9,1-9,1-3-3-3,1-9
12,10,602,29,9,0,0,1,8,8,9,2-8,2-8,1-9
12,10,602,30,7,0,0,0,8,21,21,2-8,3-7,3-7
12,10,602,31,6,1,3,1,9,6,9,1-9,1-1-1-2-2-3,1-9
12,10,602,32,7,2,2,1,6,4,9,1-1-2-6,1-1-4-4,1-9
12,10,602,33,4,1,2,0,9,6,12,1-9,1-1-2-6,4-6
12,10,602,34,6,0,2,1,5,6,12,5-5,1-1-2-6,1-2-3-4
12,10,602,35,9,1,2,1,9,6,9,1-9,1-1-2-6,1-9
12,10,602,36,6,0,1,1,8,9,9,2-8,1-9,1-9
12,10,602,37,7,1,1,2,9,12,4,1-9,1-2-3-4,1-1-4-4
12,10,602,38,4,1,0,2,9,8,15,1-9,2-8,1-1-3-5
12,10,602,39,8,3,4,0,6,4,8,1-1-1-2-2-3,1-1-1-1-2-4,2-8
12,10,602,40,6,2,0,0,15,8,8,1-1-3-5,2-8,2-8
12,10,602,41,6,0,0,1,8,12,9,2-8,4-6,1-9
12,10,602,42,8,1,2,1,12,4,9,1-2-3-4,1-1-4-4,1-9
12,10,602,43,6,1,0,2,10,5,15,1-2-2-5,5-5,1-1-3-5
12,10,602,44,4,0,0,2,21,8,4,3-7,2-8,1-1-4-4
12,10,602,45,5,2,3,1,6,7,9,1-1-2-6,1-1-1-7,1-9
12,10,602,46,7,2,1,0,6,9,21,1-1-2-6,1-9,3-7
12,10,602,47,5,0,1,2,8,12,6,2-8,1-2-3-4,1-1-2-6
12,10,602,48,4,1,0,1,10,8,12,1-2-2-5,2-8,1-2-3-4
12,10,602,49,4,0,1,1,12,9,9,4-6,1-9,1-9
12,10,602,50,6,0,1,0,12,3,8,4-6,1-3-3-3,2-8
12,10,602,51,7,3,0,0,7,8,12,1-1-1-7,2-8,4-6
12,10,602,52,7,1,2,3,9,6,6,1-9,1-1-2-6,1-1-1-2-2-3
12,10,602,53,8,0,1,0,21,12,12,3-7,1-2-3-4,4-6
12,10,602,54,5,2,1,4,6,9,4,1-1-2-6,1-9,1-1-1-1-2-4
12,10,602,55,6,1,0,0,12,8,21,1-2-3-4,2-8,3-7
12,10,602,56,9,1,2,0,10,6,8,1-2-2-5,1-1-2-6,2-8
12,10,602,57,3,1,0,1,9,21,9,1-9,3-7,1-9
12,10,602,58,7,2,0,1,6,21,12,1-1-2-6,3-7,1-2-3-4
12,10,602,59,3,0,0,3,8,8,6,2-8,2-8,1-1-1-2-2-3
12,10,602,60,7,1,1,2,9,9,15,1-9,1-9,1-1-3-5
12,10,602,61,4,2,0,1,6,8,3,1-1-2-6,2-8,1-3-3-3
12,10,602,62,7,0,0,0,8,21,8,2-8,3-7,2-8
12,10,602,63,6,1,2,2,9,4,15,1-9,1-1-4-4,1-1-3-5
12,10,603,0,5,1,2,0,9,6,12,1-9,1-1-2-6,4-6
12,10,603,1,7,1,0,1,3,8,12,1-3-3-3,2-8,1-2-3-4
12,10,603,2,8,0,2,0,12,6,21,4-6,1-1-2-6,3-7
12,10,603,3,6,1,1,0,9,12,21,1-9,1-2-3-4,3-7
12,10,603,4,6,0,4,1,5,4,12,5-5,1-1-1-1-2-4,1-2-3-4
12,10,603,5,8,0,1,3,21,12,7,3-7,1-2-3-4,1-1-1-7
12,10,603,6,6,1,3,1,12,6,9,1-2-3-4,1-1-1-2-2-3,1-9
12,10,603,7,6,1,1,0,9,12,12,1-9,1-2-3-4,4-6
12,10,603,8,5,1,0,0,10,12,12,1-2-2-5,4-6,4-6
12,10,603,9,6,2,0,3,15,12,7,1-1-3-5,4-6,1-1-1-7
12,10,603,10,8,1,2,3,9,6,6,1-9,1-1-2-6,1-1-1-2-2-3
12,10,603,11,5,0,0,0,4,5,12,2-2-2-4,5-5,4-6
12,10,603,12,4,0,1,0,8,9,5,2-8,1-9,5-5
12,10,603,13,7,0,0,3,8,8,7,2-8,2-8,1-1-1-7
12,10,603,14,3,1,2,1,10,6,9,1-2-2-5,1-1-2-6,1-9
12,10,603,15,4,0,1,1,12,9,12,4-6,1-9,1-2-3-4
12,10,603,16,9,0,1,1,12,9,9,4-6,1-9,1-9
12,10,603,17,3,0,0,1,4,12,9,2-2-2-4,4-6,1-9
12,10,603,18,6,1,0,2,9,8,6,1-9,2-8,1-1-2-6
12,10,603,19,7,0,3,0,5,7,4,5-5,1-1-1-7,2-2-2-4
12,10,603,20,4,1,1,1,10,9,9,1-2-2-5,1-9,1-9
12,10,603,21,5,1,2,1,9,15,9,1-9,1-1-3-5,1-9
12,10,603,22,7,1,2,0,10,6,5,1-2-2-5,1-1-2-6,5-5
12,10,603,23,6,2,1,3,15,10,7,1-1-3-5,1-2-2-5,1-1-1-7
12,10,603,24,6,0,2,0,8,15,8,2-8,1-1-3-5,2-8
12,10,603,25,5,1,0,3,9,21,7,1-9,3-7,1-1-1-7
12,10,603,26,4,1,1,3,9,9,7,1-9,1-9,1-1-1-7
12,10,603,27,2,0,2,0,12,15,21,4-6,1-1-3-5,3-7
12,10,603,28,4,0,2,0,12,4,21,4-6,1-1-4-4,3-7
12,10,603,29,2,1,0,0,12,5,21,1-2-3-4,5-5,3-7
12,10,603,30,8,0,2,0,21,15,5,3-7,1-1-3-5,5-5
12,10,603,31,7,1,1,0,9,9,5,1-9,1-9,5-5
12,10,603,32,9,0,1,0,12,10,12,4-6,1-2-2-5,4-6
